Roll_Radians,Pitch_Radians,Yaw_Radians,Latitude,Longitude,Acc_Net,Altitude,Voltage,System_State
-2.524,0.58,-1.119,0.0,0.0,1.238,454.666,0.206,0
-2.527,0.565,-1.119,0.0,0.0,1.087,454.665,0.206,0
-2.548,0.596,-1.152,0.0,0.0,1.038,454.642,0.206,0
-2.471,0.646,-1.078,0.0,0.0,1.332,454.641,0.206,0
-2.415,0.705,-1.004,0.0,0.0,1.542,454.618,0.206,0
-2.422,0.722,-1.001,0.0,0.0,1.228,454.616,0.206,0
-2.24,0.862,-0.769,0.0,0.0,1.265,454.591,0.206,0
-2.2,0.874,-0.709,0.0,0.0,1.317,454.598,0.206,0
-2.216,0.852,-0.724,0.0,0.0,1.229,454.617,0.206,0
-2.216,0.811,-0.96,0.0,0.0,1.502,454.636,0.206,0
-2.336,0.778,-1.087,0.0,0.0,1.381,454.638,0.217,0
-2.399,0.723,-1.112,0.0,0.0,1.389,454.626,0.217,0
-2.396,0.709,-1.119,0.0,0.0,1.169,454.661,0.217,0
-2.585,0.691,-1.407,0.0,0.0,1.888,454.644,0.206,0
-2.495,0.669,-1.273,0.0,0.0,1.177,454.678,0.227,0
-2.511,0.693,-1.29,0.0,0.0,1.421,454.656,0.217,0
-2.514,0.688,-1.267,0.0,0.0,1.335,454.686,0.217,0
-2.512,0.668,-1.249,0.0,0.0,1.092,454.678,0.227,0
-2.534,0.681,-1.282,0.0,0.0,1.137,454.667,0.227,0
-2.528,0.687,-1.282,0.0,0.0,1.132,454.701,0.227,0
-2.522,0.662,-1.27,0.0,0.0,1.23,454.702,0.227,0
-2.515,0.65,-1.253,0.0,0.0,1.332,454.764,0.217,0
-2.484,0.563,-1.195,0.0,0.0,1.293,454.782,0.227,0
-2.483,0.562,-1.209,0.0,0.0,1.193,454.807,0.227,0
-2.462,0.501,-1.174,0.0,0.0,1.107,454.79,0.217,0
-2.459,0.501,-1.189,0.0,0.0,1.154,454.787,0.227,0
-2.457,0.509,-1.209,0.0,0.0,1.096,454.786,0.217,0
-2.446,0.494,-1.211,0.0,0.0,1.282,454.797,0.217,0
-2.439,0.483,-1.2,0.0,0.0,1.226,454.791,0.227,0
-2.434,0.481,-1.197,0.0,0.0,1.249,454.774,0.227,0
-2.437,0.493,-1.187,0.0,0.0,1.201,454.786,0.217,0
-2.45,0.536,-1.177,0.0,0.0,1.244,454.772,0.217,0
-2.455,0.501,-1.135,0.0,0.0,1.25,454.742,0.217,0
-2.48,0.51,-1.114,0.0,0.0,1.334,454.731,0.217,0
-2.479,0.527,-1.089,0.0,0.0,1.264,454.74,0.227,0
-2.455,0.486,-1.06,0.0,0.0,1.226,454.712,0.217,0
-2.443,0.479,-1.047,0.0,0.0,1.25,454.755,0.217,0
-2.438,0.499,-1.07,0.0,0.0,1.349,454.739,0.227,0
-2.444,0.52,-1.082,0.0,0.0,1.226,454.7,0.227,0
-2.451,0.545,-1.1,0.0,0.0,1.166,454.693,0.227,0
-2.46,0.544,-1.115,0.0,0.0,1.253,454.693,0.227,0
-2.463,0.531,-1.111,0.0,0.0,1.32,454.71,0.227,0
-2.457,0.532,-1.118,0.0,0.0,1.273,454.681,0.227,0
-2.379,`0`.577,-1.11,0.0,0.0,1.472,454.711,0.206,0
-2.414,0.582,-1.159,0.0,0.0,1.186,454.72,0.206,0
-2.28,0.624,-1.161,0.0,0.0,1.348,454.708,0.206,0
-2.316,0.609,-1.137,0.0,0.0,1.244,454.722,0.206,0
-2.272,0.652,-1.154,0.0,0.0,1.335,454.726,0.206,0
-2.137,0.763,-1.117,0.0,0.0,1.196,454.691,0.206,0
-2.24,0.863,-1.304,0.0,0.0,1.177,454.669,0.206,0
-2.493,0.925,-1.55,0.0,0.0,1.186,454.654,0.206,0
-2.593,0.948,-1.675,0.0,0.0,1.154,454.661,0.206,0
-2.65,0.959,-1.732,0.0,0.0,1.193,454.638,0.206,0
-2.735,0.972,-1.799,0.0,0.0,1.154,454.631,0.206,0
-2.734,1.01,-1.785,0.0,0.0,1.089,454.627,0.206,0
-2.598,1.06,-1.674,0.0,0.0,1.194,454.622,0.206,0
-2.635,1.092,-1.717,0.0,0.0,1.182,454.637,0.206,0
-2.639,1.11,-1.733,0.0,0.0,1.127,454.594,0.206,0
-2.708,1.103,-1.821,0.0,0.0,1.243,454.585,0.206,0
-2.676,1.085,-1.793,0.0,0.0,1.122,454.59,0.206,0
-2.626,1.088,-1.733,0.0,0.0,1.086,454.63,0.206,0
-2.643,1.085,-1.764,0.0,0.0,1.179,454.654,0.206,0
-2.659,1.094,-1.783,0.0,0.0,1.134,454.649,0.206,0
-2.572,1.1,-1.688,0.0,0.0,1.135,454.657,0.217,0
-2.59,1.106,-1.713,0.0,0.0,1.197,454.66,0.206,0
-2.695,1.119,-1.826,0.0,0.0,1.148,454.698,0.206,0
-2.734,1.113,-1.866,0.0,0.0,1.148,454.742,0.206,0
-2.664,1.095,-1.782,0.0,0.0,1.169,454.712,0.206,0
-2.621,1.086,-1.729,0.0,0.0,1.122,454.721,0.206,0
-2.592,1.076,-1.684,0.0,0.0,1.221,454.719,0.206,0
-2.547,1.065,-1.632,0.0,0.0,1.221,454.71,0.206,0
-2.535,1.058,-1.618,0.0,0.0,1.187,454.742,0.206,0
-2.557,1.053,-1.636,0.0,0.0,1.258,454.734,0.206,0
-2.572,1.052,-1.651,0.0,0.0,1.174,454.728,0.206,0
-2.701,1.063,-1.779,0.0,0.0,1.132,454.725,0.206,0
-2.995,1.065,-2.121,0.0,0.0,1.124,454.743,0.206,0
3.029,1.029,-2.457,0.0,0.0,1.024,454.75,0.206,0
2.803,0.945,-2.796,0.0,0.0,1.043,454.805,0.206,0
2.638,0.818,-3.058,0.0,0.0,1.01,454.854,0.206,0
2.546,0.66,3.048,0.0,0.0,0.889,454.88,0.206,0
2.492,0.556,2.942,0.0,0.0,0.703,454.921,0.206,0
2.458,0.476,2.883,0.0,0.0,0.792,454.943,0.206,0
2.426,0.449,2.854,0.0,0.0,0.738,454.933,0.206,0
2.411,0.435,2.842,0.0,0.0,0.786,454.931,0.206,0
2.41,0.433,2.842,0.0,0.0,0.836,454.936,0.206,0
2.405,0.427,2.836,0.0,0.0,0.738,454.954,0.206,0
2.393,0.421,2.827,0.0,0.0,0.786,454.972,0.206,0
2.379,0.412,2.814,0.0,0.0,0.786,454.984,0.206,0
2.372,0.407,2.807,0.0,0.0,0.784,455.004,0.206,0
2.363,0.397,2.797,0.0,0.0,0.737,454.981,0.206,0
2.355,0.393,2.79,0.0,0.0,0.784,454.992,0.206,0
2.354,0.388,2.786,0.0,0.0,0.689,454.977,0.206,0
2.342,0.379,2.774,0.0,0.0,0.787,455.014,0.206,0
2.344,0.377,2.774,0.0,0.0,0.784,455.021,0.206,0
2.346,0.376,2.774,0.0,0.0,0.786,455.032,0.206,0
2.342,0.375,2.771,0.0,0.0,0.737,455.05,0.206,0
2.341,0.37,2.769,0.0,0.0,0.784,455.029,0.206,0
2.336,0.364,2.763,0.0,0.0,0.784,455.057,0.206,0
2.356,0.385,2.793,0.0,0.0,0.784,454.961,0.206,0
2.471,0.625,3.094,0.0,0.0,0.839,454.934,0.206,0
2.613,0.844,-2.867,0.0,0.0,0.872,454.947,0.206,0
2.874,0.986,-2.457,0.0,0.0,0.925,454.936,0.206,0
3.067,1.048,-2.176,0.0,0.0,0.93,454.948,0.206,0
-2.872,1.09,-1.771,0.0,0.0,1.105,454.915,0.206,0
-2.465,1.098,-1.325,0.0,0.0,1.084,454.919,0.206,0
-2.121,1.007,-0.95,0.0,0.0,1.276,454.94,0.206,0
-2.024,0.95,-0.83,0.0,0.0,1.422,454.89,0.206,0
-2.009,0.99,-0.82,0.0,0.0,1.386,454.892,0.206,0
-2.009,1.005,-0.825,0.0,0.0,1.29,454.874,0.206,0
-2.029,1.019,-0.86,0.0,0.0,1.184,454.844,0.206,0
-2.0,0.971,-0.827,0.0,0.0,1.185,454.827,0.206,0
-1.938,0.901,-0.743,0.0,0.0,1.235,454.808,0.206,0
-1.881,0.731,-0.636,0.0,0.0,1.275,454.809,0.206,0
-1.868,0.489,-0.536,0.0,0.0,1.265,454.797,0.206,0
-1.864,0.353,-0.51,0.0,0.0,1.194,454.781,0.206,0
-1.824,0.177,-0.435,0.0,0.0,1.283,454.752,0.206,0
-1.765,-0.095,-0.292,0.0,0.0,1.245,454.789,0.206,0
-1.809,-0.402,-0.175,0.0,0.0,1.098,454.8,0.206,0
-1.851,-0.559,-0.117,0.0,0.0,1.113,454.814,0.206,0
-1.84,-0.637,-0.064,0.0,0.0,1.141,454.858,0.206,0
-1.835,-0.724,-0.02,0.0,0.0,1.058,454.887,0.206,0
-1.882,-0.824,0.049,0.0,0.0,1.034,454.912,0.206,0
-1.974,-0.928,0.108,0.0,0.0,0.956,454.911,0.206,0
-2.017,-0.948,0.138,0.0,0.0,1.052,454.944,0.206,0
-2.026,-0.972,0.153,0.0,0.0,1.004,454.969,0.206,0
-2.032,-0.988,0.171,0.0,0.0,0.948,454.963,0.206,0
-2.048,-1.015,0.193,0.0,0.0,1.002,454.978,0.206,0
-2.059,-1.038,0.198,0.0,0.0,0.963,454.975,0.206,0
-2.067,-1.041,0.201,0.0,0.0,1.068,454.955,0.206,0
-2.067,-1.04,0.199,0.0,0.0,0.971,454.933,0.206,0
-2.067,-1.037,0.199,0.0,0.0,1.029,454.969,0.206,0
-2.07,-1.036,0.2,0.0,0.0,1.021,454.959,0.206,0
-2.054,-1.008,0.176,0.0,0.0,1.058,454.991,0.206,0
-2.017,-0.901,0.102,0.0,0.0,1.062,454.982,0.206,0
-1.94,-0.642,-0.033,0.0,0.0,1.163,454.946,0.206,0
-1.878,-0.185,-0.228,0.0,0.0,1.128,454.92,0.206,0
-1.885,0.392,-0.442,0.0,0.0,1.263,454.851,0.206,0
-2.0,0.659,-0.575,0.0,0.0,1.283,454.842,0.206,0
-2.259,0.894,-0.829,0.0,0.0,1.249,454.862,0.206,0
-2.268,0.929,-0.849,0.0,0.0,1.234,454.885,0.206,0
-2.259,0.861,-0.814,0.0,0.0,1.238,454.885,0.206,0
-2.322,0.856,-0.831,0.0,0.0,1.297,454.858,0.206,0
-2.333,0.835,-0.834,0.0,0.0,1.283,454.867,0.206,0
-2.355,0.833,-0.837,0.0,0.0,1.29,454.891,0.206,0
-2.409,0.835,-0.858,0.0,0.0,1.291,454.862,0.206,0
-2.655,0.806,-0.901,0.0,0.0,1.189,454.865,0.206,0
-3.017,0.781,-0.967,0.0,0.0,1.178,454.853,0.206,0
2.847,0.798,-1.08,0.0,0.0,1.186,454.855,0.206,0
2.489,0.824,-1.294,0.0,0.0,1.386,454.848,0.206,0
2.385,0.871,-1.347,0.0,0.0,1.249,454.85,0.206,0
2.35,0.851,-1.322,0.0,0.0,1.249,454.855,0.206,0
2.277,0.876,-1.322,0.0,0.0,1.307,454.833,0.206,0
2.23,0.848,-1.342,0.0,0.0,1.289,454.849,0.206,0
2.212,0.823,-1.357,0.0,0.0,1.345,454.854,0.206,0
2.213,0.82,-1.349,0.0,0.0,1.242,454.855,0.206,0
2.206,0.823,-1.358,0.0,0.0,1.283,454.869,0.206,0
2.196,0.832,-1.366,0.0,0.0,1.29,454.891,0.206,0
2.188,0.831,-1.365,0.0,0.0,1.242,454.874,0.206,0
2.165,0.811,-1.364,0.0,0.0,1.242,454.897,0.206,0
2.158,0.77,-1.346,0.0,0.0,1.283,454.882,0.206,0
2.163,0.746,-1.325,0.0,0.0,1.186,454.855,0.206,0
2.231,0.691,-1.316,0.0,0.0,1.233,454.879,0.206,0
2.315,0.603,-1.296,0.0,0.0,1.279,454.894,0.206,0
2.315,0.61,-1.242,0.0,0.0,1.238,454.878,0.206,0
2.315,0.62,-1.228,0.0,0.0,1.132,454.87,0.206,0
2.304,0.618,-1.228,0.0,0.0,1.181,454.868,0.206,0
2.308,0.616,-1.229,0.0,0.0,1.23,454.851,0.206,0
2.349,0.594,-1.228,0.0,0.0,1.235,454.859,0.206,0
2.562,0.566,-1.173,0.0,0.0,1.154,454.865,0.206,0
2.897,0.522,-1.113,0.0,0.0,1.193,454.867,0.206,0
3.102,0.455,-1.131,0.0,0.0,1.182,454.968,0.206,0
-2.998,0.407,-1.09,0.0,0.0,1.205,454.984,0.206,0
-2.852,0.32,-1.012,0.0,0.0,1.196,454.968,0.217,0
-2.647,0.261,-0.944,0.0,0.0,1.135,454.971,0.206,0
-2.47,0.216,-0.876,0.0,0.0,1.23,454.984,0.206,0
-2.388,0.186,-0.857,0.0,0.0,1.338,454.976,0.206,0
-2.362,0.18,-0.844,0.0,0.0,1.331,454.937,0.206,0
-2.371,0.174,-0.838,0.0,0.0,1.241,454.954,0.206,0
-2.417,0.171,-0.839,0.0,0.0,1.332,454.929,0.206,0
-2.473,0.14,-0.843,0.0,0.0,1.238,454.894,0.206,0
-2.448,0.157,-0.835,0.0,0.0,1.18,454.902,0.196,0
-2.323,0.272,-0.848,0.0,0.0,1.264,454.921,0.206,0
-2.167,0.347,-0.881,0.0,0.0,1.202,454.889,0.206,0
-2.088,0.402,-0.874,0.0,0.0,1.021,454.908,0.206,0
-1.994,0.393,-0.856,0.0,0.0,1.297,454.928,0.206,0
-1.907,0.388,-0.865,0.0,0.0,1.135,454.909,0.206,0
-1.814,0.395,-0.844,0.0,0.0,1.342,454.934,0.206,0
-1.715,0.396,-0.867,0.0,0.0,1.481,454.955,0.206,0
-1.675,0.395,-0.888,0.0,0.0,1.257,454.95,0.206,0
-1.632,0.397,-0.898,0.0,0.0,1.193,454.931,0.206,0
-1.603,0.404,-0.897,0.0,0.0,1.338,454.884,0.206,0
-1.579,0.419,-0.907,0.0,0.0,1.187,454.889,0.206,0
-1.448,0.515,-0.891,0.0,0.0,1.541,454.93,0.206,0
-1.342,0.556,-0.893,0.0,0.0,1.156,454.964,0.206,0
-1.332,0.583,-0.985,0.0,0.0,1.241,454.97,0.206,0
-1.211,0.613,-0.981,0.0,0.0,1.318,454.983,0.206,0
-1.028,0.608,-0.957,0.0,0.0,1.49,454.881,0.206,0
-0.863,0.543,-0.904,0.0,0.0,1.253,454.885,0.206,0
-0.777,0.505,-1.053,0.0,0.0,1.152,454.848,0.206,0
-0.578,0.546,-1.174,0.0,0.0,1.432,454.861,0.206,0
-0.476,0.533,-1.228,0.0,0.0,1.319,454.851,0.206,0
-0.436,0.544,-1.249,0.0,0.0,1.286,454.824,0.206,0
-0.425,0.534,-1.249,0.0,0.0,1.272,454.847,0.206,0
-0.441,0.54,-1.261,0.0,0.0,1.376,454.825,0.206,0
-0.434,0.541,-1.269,0.0,0.0,1.375,454.853,0.206,0
-0.452,0.54,-1.268,0.0,0.0,1.242,454.843,0.206,0
-0.499,0.526,-1.259,0.0,0.0,1.383,454.852,0.206,0
-0.617,0.516,-1.245,0.0,0.0,1.276,454.892,0.206,0
-0.844,0.52,-1.287,0.0,0.0,1.273,454.941,0.206,0
-1.052,0.51,-1.343,0.0,0.0,1.253,454.964,0.206,0
-1.307,0.539,-1.352,0.0,0.0,1.252,454.955,0.206,0
-1.759,0.437,-1.444,0.0,0.0,1.348,454.996,0.206,0
-1.906,0.251,-1.521,0.0,0.0,1.194,454.962,0.206,0
-2.018,0.285,-1.594,0.0,0.0,1.334,454.963,0.206,0
-2.251,0.307,-1.634,0.0,0.0,1.261,454.996,0.206,0
-2.409,0.237,-1.624,0.0,0.0,1.19,454.979,0.206,0
-2.538,0.181,-1.579,0.0,0.0,1.228,454.952,0.206,0
-2.561,0.175,-1.56,0.0,0.0,1.306,454.965,0.206,0
-2.638,0.141,-1.622,0.0,0.0,1.256,454.966,0.206,0
-2.696,0.123,-1.617,0.0,0.0,1.208,454.966,0.206,0
-2.741,0.108,-1.601,0.0,0.0,1.311,454.926,0.206,0
-2.76,0.084,-1.629,0.0,0.0,1.306,454.908,0.206,0
-2.938,0.032,-1.678,0.0,0.0,1.243,454.933,0.206,0
-2.992,0.034,-1.735,0.0,0.0,1.148,454.919,0.206,0
-3.097,-0.017,-1.804,0.0,0.0,1.282,454.99,0.206,0
3.068,-0.062,-1.843,0.0,0.0,1.137,454.949,0.206,0
2.919,-0.109,-1.855,0.0,0.0,1.279,454.929,0.206,0
2.221,-1.35,2.352,0.0,0.0,1.328,455.05,0.206,0
2.137,-1.364,2.533,0.0,0.0,1.234,455.035,0.206,0
1.246,-1.386,-2.811,0.0,0.0,1.181,455.006,0.206,0
0.552,-1.278,-2.056,0.0,0.0,1.111,455.059,0.206,0
0.224,-1.04,-1.812,0.0,0.0,0.956,455.003,0.206,0
0.205,-0.855,-1.772,0.0,0.0,0.913,454.986,0.206,0
0.217,-0.743,-1.725,0.0,0.0,0.874,454.947,0.206,0
0.212,-0.627,-1.672,0.0,0.0,0.769,454.902,0.206,0
0.232,-0.512,-1.608,0.0,0.0,0.823,454.909,0.206,0
0.264,-0.389,-1.572,0.0,0.0,0.73,454.845,0.206,0
0.237,-0.292,-1.521,0.0,0.0,0.737,454.866,0.206,0
0.208,-0.197,-1.494,0.0,0.0,0.737,454.864,0.206,0
0.184,-0.121,-1.471,0.0,0.0,0.644,454.897,0.206,0
0.169,-0.069,-1.454,0.0,0.0,0.639,454.917,0.206,0
0.164,-0.047,-1.448,0.0,0.0,0.641,454.902,0.206,0
0.152,-0.045,-1.443,0.0,0.0,0.641,454.895,0.206,0
0.165,-0.018,-1.438,0.0,0.0,0.59,454.852,0.206,0
0.158,0.018,-1.42,0.0,0.0,0.608,454.802,0.206,0
0.155,0.057,-1.406,0.0,0.0,0.657,454.796,0.206,0
0.155,0.081,-1.403,0.0,0.0,0.622,454.783,0.206,0
0.15,0.083,-1.397,0.0,0.0,0.639,454.788,0.206,0
0.153,0.081,-1.395,0.0,0.0,0.639,454.797,0.206,0
0.157,0.074,-1.397,0.0,0.0,0.567,454.792,0.206,0
0.157,0.064,-1.4,0.0,0.0,0.639,454.79,0.206,0
0.157,0.055,-1.404,0.0,0.0,0.62,454.778,0.206,0
0.157,0.032,-1.413,0.0,0.0,0.598,454.785,0.206,0
0.158,-0.004,-1.428,0.0,0.0,0.646,454.773,0.206,0
0.16,-0.035,-1.439,0.0,0.0,0.608,454.788,0.206,0
0.155,-0.091,-1.452,0.0,0.0,0.596,454.797,0.206,0
0.184,-0.141,-1.47,0.0,0.0,0.639,454.793,0.206,0
0.21,-0.158,-1.484,0.0,0.0,0.637,454.785,0.206,0
0.223,-0.161,-1.478,0.0,0.0,0.608,454.777,0.206,0
0.232,-0.221,-1.434,0.0,0.0,0.646,454.79,0.206,0
0.229,-0.222,-1.418,0.0,0.0,0.689,454.804,0.206,0
0.233,-0.221,-1.378,0.0,0.0,0.639,454.821,0.206,0
0.226,-0.222,-1.376,0.0,0.0,0.689,454.865,0.206,0
0.233,-0.217,-1.364,0.0,0.0,0.689,454.858,0.206,0
0.232,-0.218,-1.368,0.0,0.0,0.637,454.819,0.206,0
0.229,-0.22,-1.37,0.0,0.0,0.688,454.843,0.206,0
0.214,-0.237,-1.352,0.0,0.0,0.737,454.852,0.206,0
0.222,-0.227,-1.348,0.0,0.0,0.686,454.878,0.206,0
0.21,-0.232,-1.326,0.0,0.0,0.686,454.819,0.206,0
0.21,-0.231,-1.311,0.0,0.0,0.735,454.809,0.206,0
0.197,-0.265,-1.283,0.0,0.0,0.743,454.804,0.206,0
0.21,-0.266,-1.287,0.0,0.0,0.641,454.813,0.217,0
0.205,-0.297,-1.289,0.0,0.0,0.737,454.823,0.206,0
0.216,-0.295,-1.295,0.0,0.0,0.596,454.824,0.206,0
0.22,-0.297,-1.299,0.0,0.0,0.644,454.802,0.206,0
0.214,-0.329,-1.296,0.0,0.0,0.798,454.806,0.206,0
0.239,-0.309,-1.284,0.0,0.0,0.693,454.784,0.206,0
0.26,-0.287,-1.28,0.0,0.0,0.693,454.804,0.206,0
0.273,-0.291,-1.271,0.0,0.0,0.641,454.771,0.206,0
0.279,-0.314,-1.279,0.0,0.0,0.751,454.764,0.206,0
0.285,-0.305,-1.28,0.0,0.0,0.641,454.775,0.206,0
0.289,-0.313,-1.279,0.0,0.0,0.695,454.744,0.206,0
0.278,-0.343,-1.259,0.0,0.0,0.695,454.697,0.206,0
0.324,-0.376,-1.328,0.0,0.0,0.756,454.736,0.206,0
0.367,-0.541,-1.43,0.0,0.0,0.793,454.728,0.206,0
0.443,-0.657,-1.453,0.0,0.0,0.839,454.724,0.206,0
0.532,-0.736,-1.542,0.0,0.0,0.847,454.767,0.206,0
0.644,-0.836,-1.67,0.0,0.0,0.956,454.753,0.206,0
0.852,-0.937,-1.895,0.0,0.0,0.917,454.763,0.206,0
1.028,-1.017,-2.101,0.0,0.0,0.997,454.768,0.206,0
1.273,-1.046,-2.383,0.0,0.0,1.134,454.741,0.206,0
1.554,-1.035,-2.672,0.0,0.0,0.963,454.709,0.206,0
1.821,-0.994,-2.912,0.0,0.0,1.177,454.693,0.206,0
1.978,-0.891,-3.105,0.0,0.0,1.181,454.708,0.206,0
2.083,-0.841,3.116,0.0,0.0,1.335,454.72,0.206,0
2.217,-0.855,2.999,0.0,0.0,1.205,454.695,0.206,0
2.195,-0.823,2.953,0.0,0.0,1.256,454.699,0.206,0
2.197,-0.805,2.931,0.0,0.0,1.201,454.735,0.206,0
2.205,-0.778,2.921,0.0,0.0,1.189,454.725,0.206,0
2.225,-0.757,2.902,0.0,0.0,1.29,454.706,0.206,0
2.216,-0.748,2.898,0.0,0.0,1.193,454.724,0.206,0
2.244,-0.753,2.885,0.0,0.0,1.301,454.697,0.206,0
2.272,-0.75,2.873,0.0,0.0,1.242,454.646,0.206,0
2.289,-0.735,2.858,0.0,0.0,1.311,454.65,0.206,0
2.295,-0.713,2.838,0.0,0.0,1.169,454.649,0.206,0
2.308,-0.711,2.827,0.0,0.0,1.225,454.638,0.206,0
2.296,-0.704,2.826,0.0,0.0,1.229,454.655,0.206,0
2.299,-0.7,2.824,0.0,0.0,1.21,454.625,0.206,0
2.303,-0.698,2.822,0.0,0.0,1.276,454.603,0.206,0
2.308,-0.695,2.817,0.0,0.0,1.216,454.597,0.206,0
2.331,-0.699,2.796,0.0,0.0,1.182,454.605,0.206,0
2.351,-0.693,2.782,0.0,0.0,1.29,454.602,0.206,0
2.334,-0.689,2.793,0.0,0.0,1.29,454.585,0.206,0
2.332,-0.687,2.792,0.0,0.0,1.213,454.592,0.206,0
2.297,-0.663,2.8,0.0,0.0,1.212,454.635,0.206,0
2.24,-0.645,2.803,0.0,0.0,1.272,454.605,0.206,0
2.179,-0.627,2.81,0.0,0.0,1.273,454.588,0.206,0
2.128,-0.611,2.814,0.0,0.0,1.179,454.572,0.206,0
2.056,-0.573,2.811,0.0,0.0,1.261,454.596,0.206,0
1.934,-0.573,2.837,0.0,0.0,1.261,454.621,0.206,0
1.78,-0.616,2.909,0.0,0.0,1.282,454.591,0.206,0
1.68,-0.606,2.891,0.0,0.0,1.233,454.55,0.206,0
1.626,-0.58,2.859,0.0,0.0,1.282,454.532,0.206,0
1.535,-0.585,2.84,0.0,0.0,1.186,454.482,0.206,0
1.482,-0.609,2.846,0.0,0.0,1.212,454.472,0.206,0
1.402,-0.62,2.835,0.0,0.0,1.193,454.463,0.206,0
1.387,-0.617,2.82,0.0,0.0,1.242,454.463,0.206,0
1.366,-0.603,2.812,0.0,0.0,1.25,454.467,0.206,0
1.278,-0.633,2.832,0.0,0.0,1.192,454.468,0.206,0
1.195,-0.614,2.825,0.0,0.0,1.193,454.479,0.206,0
1.139,-0.61,2.807,0.0,0.0,1.185,454.471,0.206,0
1.101,-0.585,2.778,0.0,0.0,1.18,454.465,0.206,0
1.048,-0.589,2.731,0.0,0.0,1.212,454.505,0.206,0
1.031,-0.595,2.687,0.0,0.0,1.26,454.483,0.206,0
0.985,-0.611,2.658,0.0,0.0,1.308,454.503,0.206,0
0.932,-0.633,2.64,0.0,0.0,1.249,454.522,0.206,0
0.896,-0.64,2.624,0.0,0.0,1.26,454.53,0.206,0
0.889,-0.609,2.604,0.0,0.0,1.201,454.497,0.206,0
0.879,-0.594,2.596,0.0,0.0,1.319,454.513,0.206,0
0.864,-0.595,2.599,0.0,0.0,1.202,454.502,0.206,0
0.852,-0.598,2.611,0.0,0.0,1.308,454.508,0.206,0
0.845,-0.602,2.613,0.0,0.0,1.241,454.52,0.206,0
0.823,-0.612,2.615,0.0,0.0,1.273,454.536,0.206,0
0.818,-0.647,2.625,0.0,0.0,1.26,454.51,0.206,0
0.807,-0.681,2.632,0.0,0.0,1.226,454.483,0.206,0
0.787,-0.705,2.628,0.0,0.0,1.25,454.488,0.206,0
0.722,-0.746,2.626,0.0,0.0,1.287,454.513,0.206,0
0.711,-0.757,2.626,0.0,0.0,1.179,454.524,0.206,0
0.714,-0.753,2.628,0.0,0.0,1.348,454.514,0.206,0
0.706,-0.749,2.636,0.0,0.0,1.276,454.474,0.206,0
0.735,-0.721,2.632,0.0,0.0,1.32,454.44,0.206,0
0.761,-0.698,2.684,0.0,0.0,1.308,454.46,0.206,0
0.809,-0.728,2.759,0.0,0.0,1.25,454.467,0.206,0
0.825,-0.728,2.854,0.0,0.0,1.157,454.456,0.206,0
0.785,-0.748,2.929,0.0,0.0,1.21,454.472,0.206,0
0.763,-0.748,3.004,0.0,0.0,1.105,454.452,0.206,0
0.791,-0.702,2.985,0.0,0.0,1.306,454.424,0.206,0
0.876,-0.64,2.904,0.0,0.0,1.249,454.441,0.206,0
0.971,-0.52,2.857,0.0,0.0,1.202,454.422,0.206,0
1.061,-0.413,2.759,0.0,0.0,1.154,454.402,0.206,0
1.142,-0.316,2.687,0.0,0.0,1.312,454.419,0.206,0
1.196,-0.322,2.638,0.0,0.0,1.312,454.4,0.206,0
1.34,-0.325,2.469,0.0,0.0,1.181,454.409,0.206,0
1.374,-0.364,2.317,0.0,0.0,1.289,454.412,0.206,0
1.391,-0.4,2.272,0.0,0.0,1.67,454.458,0.206,0
1.404,-0.4,2.286,0.0,0.0,1.323,454.52,0.206,0
